"mz_10eV","10 ev","mz_20eV","20 ev","mz_40eV","40 ev"
"70.0209","2.60E+1","51.694","2.70E+1","51.0246","2.30E+1"
"72.0791","2.50E+1","55.782","2.90E+1","54.5789","2.00E+1"
"74.9243","2.30E+1","70.0616","7.50E+1","65.0316","2.40E+1"
"76.1961","4.30E+1","71.067","2.60E+1","68.0508","2.80E+1"
"77.2829","2.10E+1","72.0808","4.40E+1","68.9883","6.80E+1"
"86.088","2.96E+1","74.0225","3.10E+1","70.0561","2.10E+1"
"86.0999","1.17E+2","84.0458","3.10E+1","70.0654","6.90E+1"
"87.1036","2.10E+1","84.0822","8.70E+1","71.0668","2.60E+1"
"97.0562","2.10E+1","86.0976","1.59E+2","72.0335","2.20E+1"
"103.0498","2.00E+1","87.0495","2.10E+1","72.06","3.70E+1"
"115.0845","2.20E+1","89.0692","3.60E+1","72.0786","2.10E+1"
"115.1908","2.70E+1","90.0519","2.10E+1","77.0395","2.33E+2"
"116.066","4.40E+1","90.8681","3.50E+1","78.0344","4.10E+1"
"116.0833","2.00E+1","91.0583","2.10E+1","79.0516","1.05E+2"
"117.0382","3.20E+1","93.048","4.00E+1","81.0423","6.32E+1"
"120.0827","1.63E+3","93.0626","2.20E+1","82.0526","2.20E+1"
"121.0891","9.50E+1","95.0491","8.10E+1","83.0582","1.33E+2"
"123.0379","2.90E+1","97.0374","5.40E+1","84.0546","2.00E+1"
"123.0619","2.40E+1","99.7538","2.50E+1","84.0832","1.95E+2"
"123.2844","3.10E+1","101.0745","2.20E+1","84.1039","2.40E+1"
"127.0416","4.50E+1","102.0347","2.20E+1","84.9622","2.00E+1"
"129.0933","8.90E+1","102.0446","2.15E+1","85.0383","4.90E+1"
"130.0586","3.30E+1","102.0655","2.10E+1","85.0858","2.10E+1"
"130.0905","3.30E+1","103.0342","4.50E+1","86.0894","7.39E+1"
"131.079","2.20E+1","103.0569","1.37E+2","86.1008","1.06E+2"
"132.0981","1.29E+2","104.0539","2.08E+1","89.0362","7.60E+1"
"133.0192","2.10E+1","104.063","2.30E+1","89.0502","1.97E+1"
"133.0453","2.35E+1","106.0543","2.40E+1","90.0558","2.50E+1"
"133.0599","8.90E+1","107.0419","2.30E+1","91.0565","2.53E+2"
"133.3674","5.60E+1","108.0536","2.40E+1","92.0486","2.40E+1"
"134.0318","2.30E+1","108.103","2.10E+1","92.9651","4.00E+1"
"136.0758","9.50E+1","110.0729","3.20E+2","93.0351","4.31E+1"
"137.0699","4.30E+1","110.1359","6.60E+1","93.0435","2.07E+2"
"141.4017","2.60E+1","112.0817","3.20E+1","93.0716","1.72E+2"
"142.2858","3.00E+1","113.9494","2.30E+1","94.0366","2.20E+1"
"144.1077","6.10E+1","114.0902","1.06E+2","94.0571","4.41E+1"
"147.0443","5.70E+1","114.5525","2.80E+1","94.0763","8.14E+1"
"147.0753","2.80E+1","114.6963","2.10E+1","95.035","2.30E+1"
"147.0869","4.20E+1","115.0504","1.33E+2","95.0478","2.47E+1"
"148.0629","1.63E+2","115.0612","3.30E+1","95.0617","2.14E+2"
"150.0614","1.54E+3","115.091","2.10E+1","96.5694","3.60E+1"
"150.2351","6.10E+1","116.0626","2.90E+1","96.7251","2.60E+1"
"151.0631","8.48E+1","116.0748","5.40E+1","96.9696","2.50E+1"
"152.0493","2.90E+1","117.0485","4.02E+1","97.0354","4.40E+1"
"156.0607","4.90E+1","117.0596","4.13E+1","98.5163","3.30E+1"
"156.0796","2.10E+1","118.0668","7.40E+1","98.9627","2.00E+1"
"157.0893","2.40E+1","118.0879","2.50E+1","98.9805","2.40E+1"
"157.1324","1.23E+2","119.05","5.30E+1","99.0582","2.10E+1"
"158.1317","2.10E+1","119.0912","2.20E+1","102.0441","1.93E+1"
"159.0711","4.80E+1","120.0508","3.30E+1","102.0517","5.67E+1"
"159.0851","2.10E+1","120.0578","7.05E+1","102.6173","3.70E+1"
"159.1122","3.00E+1","120.0817","7.74E+3","103.035","1.40E+2"
"159.554","3.40E+1","120.1378","6.20E+1","103.0555","6.01E+2"
"163.0528","2.60E+1","121.0846","7.32E+2","103.0705","7.69E+1"
"165.0551","6.20E+1","122.0875","4.00E+1","103.092","2.00E+1"
"166.0656","6.70E+1","123.046","2.10E+1","104.0563","8.10E+1"
"166.0829","1.21E+2","123.0714","2.20E+1","104.9601","2.40E+1"
"166.0968","7.28E+1","123.3955","3.50E+1","105.0659","2.41E+1"
"166.2778","2.80E+1","124.0863","2.40E+1","105.0747","2.80E+1"
"167.1003","7.60E+1","126.0606","2.20E+1","106.0709","2.10E+1"
"168.0964","2.10E+1","127.0014","2.00E+1","107.047","2.19E+2"
"169.0627","2.90E+1","127.0429","2.00E+1","107.0657","3.20E+1"
"169.1398","7.70E+1","127.0821","5.60E+1","108.055","5.60E+1"
"170.079","2.60E+1","127.0946","1.84E+1","109.061","3.20E+1"
"171.0978","1.93E+2","129.0621","3.10E+1","109.0748","6.20E+1"
"171.1178","1.12E+2","129.0711","2.50E+1","110.0256","4.70E+1"
"171.1528","9.70E+1","129.1063","3.12E+2","110.0726","2.05E+3"
"173.0824","4.64E+0","129.8917","2.20E+1","110.133","6.20E+1"
"173.0954","6.51E+1","130.0302","3.20E+1","111.0597","7.51E+1"
"173.1324","1.20E+2","130.0666","1.40E+3","111.0715","1.24E+2"
"174.132","2.70E+1","130.0902","4.60E+1","111.0874","2.01E+1"
"175.118","2.20E+1","130.1029","3.00E+1","111.0974","2.40E+1"
"176.1125","2.70E+1","130.1725","2.30E+1","112.0112","2.10E+1"
"176.3389","2.60E+1","131.0507","2.40E+1","112.091","1.20E+2"
"176.3575","3.20E+1","131.0707","1.79E+2","113.0699","5.20E+1"
"177.0221","3.10E+1","131.0873","7.69E+1","113.0959","2.80E+1"
"177.063","2.30E+1","131.092","2.10E+1","113.1175","2.20E+1"
"177.1168","6.90E+1","131.1273","2.50E+1","114.0004","2.20E+1"
"179.1508","2.60E+1","132.0821","1.32E+3","114.982","5.10E+1"
"181.1834","2.70E+1","132.1125","2.20E+1","115.0512","1.06E+3"
"182.0839","2.20E+1","133.0315","2.02E+1","115.0638","3.88E+2"
"182.7815","2.10E+1","133.0447","5.93E+1","115.0882","1.05E+2"
"183.1183","2.20E+1","133.0598","8.20E+1","115.1006","2.11E+1"
"183.6662","2.10E+1","133.091","1.01E+2","116.06","1.91E+2"
"184.0924","3.70E+1","133.1154","2.20E+1","116.0963","2.30E+1"
"185.0455","2.10E+1","133.9629","7.20E+1","117.0588","1.31E+3"
"185.127","1.28E+2","134.0635","2.40E+1","117.0761","2.24E+2"
"185.1535","3.51E+1","134.2513","2.20E+1","118.0563","1.58E+2"
"185.1748","4.86E+1","135.0652","2.00E+1","118.0704","2.50E+2"
"185.2669","3.40E+1","136.0252","2.70E+1","119.0291","2.00E+1"
"185.5971","3.30E+1","136.0452","1.06E+2","119.0504","1.73E+2"
"185.6239","2.40E+1","136.0757","5.03E+2","119.0697","1.29E+2"
"185.9983","2.40E+1","136.0937","5.57E+1","119.3918","2.00E+1"
"186.0977","4.70E+1","137.0759","1.53E+2","120.0299","2.07E+1"
"186.1156","6.75E+1","137.0968","2.50E+1","120.046","5.40E+1"
"186.1302","2.05E+1","138.0702","2.20E+1","120.0813","4.49E+3"
"187.066","2.40E+1","139.0949","8.10E+1","120.177","3.10E+1"
"187.0838","1.04E+2","140.0779","1.07E+2","121.0101","4.10E+1"
"187.1093","1.07E+2","140.154","2.10E+1","121.033","2.10E+1"
"187.1352","5.20E+1","141.0661","5.20E+1","121.0411","6.62E+1"
"188.0664","2.50E+1","142.038","2.50E+1","121.0837","6.12E+2"
"188.0774","2.00E+1","142.0634","2.65E+2","121.188","3.90E+1"
"188.1195","2.40E+1","142.0807","1.89E+1","121.3499","2.20E+1"
"189.1277","6.56E+2","143.0775","9.60E+1","122.0575","1.68E+1"
"189.4982","2.10E+1","143.1171","3.12E+2","122.0752","2.78E+2"
"190.1199","3.00E+1","144.0392","5.30E+1","123.0498","2.17E+2"
"190.1449","2.20E+1","144.0804","2.04E+3","124.0441","4.30E+1"
"191.1077","2.03E+2","144.1093","2.49E+1","124.0812","2.20E+1"
"191.1217","7.25E+2","145.0473","2.60E+1","124.0946","4.50E+1"
"191.1794","2.30E+1","145.0793","1.02E+2","124.1101","2.04E+1"
"192.1177","9.34E+1","145.0931","1.25E+2","124.9866","3.10E+1"
"192.3151","2.20E+1","146.0434","4.50E+1","125.0466","4.90E+1"
"192.5947","2.20E+1","146.0628","2.40E+1","125.0975","2.70E+1"
"193.1058","4.80E+1","146.097","4.60E+1","125.1131","2.40E+1"
"193.5806","3.60E+1","146.1098","5.10E+1","125.9647","6.20E+1"
"194.8236","2.00E+1","147.0273","1.89E+1","126.1042","2.30E+1"
"197.1333","1.37E+2","147.0457","1.19E+2","126.9751","2.50E+1"
"197.6421","6.40E+1","147.0805","2.20E+1","127.0412","3.00E+1"
"197.9728","2.40E+1","147.1033","2.40E+1","127.0545","7.00E+1"
"198.0441","2.00E+1","147.1175","2.20E+1","127.0916","2.10E+1"
"198.0865","2.70E+1","148.0473","4.10E+1","128.0554","6.10E+1"
"198.1348","2.10E+1","148.0815","6.60E+1","128.0848","2.20E+1"
"198.6935","4.50E+1","149.0221","4.00E+1","128.1081","7.70E+1"
"199.146","2.40E+1","149.0468","2.60E+1","128.8737","2.40E+1"
"199.1801","2.00E+1","149.0703","2.60E+1","128.9892","2.10E+1"
"200.0899","3.60E+1","149.0944","2.10E+1","129.0647","5.55E+1"
"200.1387","2.20E+1","150.0372","2.70E+1","129.0918","1.63E+2"
"201.1124","2.40E+1","150.0613","3.46E+2","129.1064","1.10E+2"
"201.1356","1.00E+2","150.0817","2.05E+1","130.02","4.50E+1"
"202.1017","4.60E+1","151.0588","2.30E+1","130.065","1.84E+3"
"202.1335","1.63E+2","151.0867","4.10E+1","130.1139","3.20E+1"
"203.0804","4.50E+1","152.0363","2.10E+1","130.949","2.90E+1"
"204.1311","2.10E+1","153.0542","3.00E+1","130.9982","5.00E+1"
"204.8359","2.00E+1","153.1378","3.00E+1","131.0333","2.20E+1"
"205.1031","7.20E+1","154.0133","5.30E+1","131.074","1.93E+2"
"205.1779","2.90E+1","154.0516","2.10E+1","131.9553","2.00E+1"
"205.6472","4.00E+1","154.0851","5.40E+1","132.0227","2.20E+1"
"209.991","2.60E+1","155.0803","1.60E+2","132.0824","3.47E+3"
"210.1153","2.00E+1","155.1041","2.10E+1","132.1211","3.40E+1"
"211.0255","2.20E+1","156.078","3.10E+2","132.1375","2.20E+1"
"211.1062","4.40E+1","156.2298","2.50E+1","132.903","2.40E+1"
"211.1414","2.70E+1","157.0923","9.48E+1","133.0252","2.10E+1"
"211.164","5.50E+1","157.112","1.47E+2","133.064","8.44E+1"
"212.015","2.10E+1","157.1367","1.64E+2","133.0847","3.82E+2"
"212.7075","3.80E+1","158.0929","6.80E+1","133.518","2.50E+1"
"213.1003","2.60E+1","158.9601","2.40E+1","134.0715","1.51E+2"
"213.1481","2.40E+1","159.0316","2.50E+1","134.0947","8.90E+1"
"214.1581","2.40E+1","159.0435","2.70E+1","134.9672","2.20E+1"
"214.9213","4.60E+1","159.0925","4.56E+3","135.0296","2.60E+1"
"215.0986","3.10E+1","159.1262","6.47E+1","135.0576","7.40E+1"
"215.1404","7.90E+1","159.2522","3.30E+1","135.086","2.30E+1"
"216.1471","2.00E+1","159.6985","4.00E+1","135.1061","2.80E+1"
"217.0383","2.20E+1","160.0882","7.05E+2","136.0346","7.70E+1"
"217.0721","3.70E+1","160.1084","8.72E+1","136.0812","3.18E+2"
"217.0939","2.80E+1","160.1448","4.20E+1","136.9556","2.70E+1"
"217.651","4.60E+1","161.1116","2.20E+1","136.986","3.10E+1"
"217.7026","2.00E+1","162.0577","6.87E+2","137.9561","2.80E+1"
"217.897","2.00E+1","162.0709","1.16E+2","138.0714","1.07E+2"
"219.0176","2.10E+1","162.1503","2.40E+1","138.0936","4.40E+1"
"219.1142","6.48E+3","163.0281","2.40E+1","138.9717","2.40E+1"
"219.1543","4.50E+1","163.0359","3.93E+1","139.0437","2.30E+1"
"219.1742","2.00E+1","163.0428","2.34E+1","139.0884","3.60E+1"
"219.2282","3.30E+1","163.0517","2.10E+1","139.126","2.00E+1"
"220.0775","4.33E+1","163.1054","2.90E+1","139.3227","2.10E+1"
"220.1189","1.48E+3","163.1574","3.80E+1","140.0226","2.90E+1"
"220.5918","2.50E+1","164.0957","2.50E+1","140.0515","1.60E+2"
"221.0981","8.60E+2","164.1194","2.00E+1","140.9777","3.80E+1"
"221.1349","3.48E+2","164.5532","2.10E+1","140.9883","2.50E+1"
"221.2251","5.00E+1","164.7028","2.70E+1","141.0536","4.40E+1"
"221.6522","4.50E+1","165.0133","2.10E+1","141.0731","8.50E+1"
"222.103","2.42E+1","165.0549","2.41E+2","142.022","2.60E+1"
"222.1326","2.42E+2","165.1079","3.00E+1","142.0679","1.33E+3"
"222.8824","2.30E+1","165.1298","5.10E+1","142.9625","2.10E+1"
"223.1081","3.91E+3","165.3279","2.10E+1","143.0567","1.23E+2"
"223.4557","2.40E+1","166.0572","7.99E+1","143.0761","5.71E+2"
"224.0916","8.75E+1","166.07","2.00E+1","143.0892","6.13E+1"
"224.1141","2.26E+2","166.0912","1.35E+2","143.1227","5.20E+1"
"225.1179","2.20E+1","166.1216","2.10E+1","144.0459","6.56E+2"
"225.1547","2.30E+1","167.054","3.80E+1","144.0811","1.11E+3"
"225.6234","5.00E+1","167.9996","2.60E+1","144.1244","2.10E+1"
"226.073","3.10E+1","168.0296","4.40E+1","145.0334","8.26E+1"
"226.1665","2.00E+1","168.0484","2.40E+1","145.0472","9.70E+1"
"226.5269","2.00E+1","168.1092","2.00E+1","145.0795","2.55E+2"
"226.6702","2.30E+1","168.9839","4.10E+1","146.0313","2.70E+1"
"226.9676","2.70E+1","169.0609","3.69E+2","146.0544","3.00E+1"
"228.1278","2.50E+1","169.1024","4.90E+1","146.0778","5.72E+1"
"228.1729","2.00E+1","169.128","1.08E+2","146.0978","2.09E+2"
"229.1152","6.40E+1","169.1582","2.90E+1","147.0457","9.70E+1"
"229.1377","7.20E+1","170.0324","2.31E+1","147.0734","2.80E+1"
"231.0822","2.70E+1","170.061","1.35E+3","147.1004","2.20E+1"
"231.109","5.40E+1","170.0838","1.62E+2","148.0726","2.00E+1"
"233.115","6.40E+1","170.099","4.01E+1","148.0892","2.60E+1"
"233.1546","4.20E+1","170.4895","6.60E+1","148.1148","8.60E+1"
"233.1761","2.70E+1","171.0599","1.49E+2","149.0171","5.80E+1"
"234.1405","1.47E+2","171.0802","9.10E+1","149.0855","1.08E+2"
"234.6385","2.10E+1","171.1077","1.91E+2","150.0627","1.01E+2"
"235.1099","2.30E+1","171.1543","4.60E+1","150.9869","3.40E+1"
"235.1352","4.70E+1","172.0582","2.37E+1","151.0007","2.21E+1"
"235.1808","2.50E+1","172.0752","1.47E+2","151.0203","5.60E+1"
"236.1048","2.30E+1","173.0978","5.30E+1","151.0696","2.10E+1"
"237.0911","2.10E+1","173.1301","1.20E+2","151.9948","2.30E+1"
"237.131","5.61E+1","174.0938","6.30E+1","152.0081","2.04E+1"
"237.1452","3.10E+1","175.0026","2.10E+1","152.029","4.70E+1"
"238.034","2.90E+1","175.0916","7.90E+1","152.0518","7.10E+1"
"238.3628","2.10E+1","175.1189","9.10E+1","152.0853","2.48E+2"
"238.6557","2.50E+1","176.1079","4.06E+2","152.147","2.20E+1"
"239.1151","2.50E+1","176.9749","2.30E+1","152.4028","2.70E+1"
"239.1353","2.00E+1","177.0328","3.20E+1","153.0042","2.90E+1"
"239.1669","4.40E+1","177.0442","6.38E+1","153.0732","6.90E+1"
"239.6481","2.10E+1","177.0812","5.70E+1","153.9963","5.50E+1"
"240.1203","2.10E+1","177.1134","7.18E+2","154.0497","2.50E+1"
"240.1423","7.70E+1","177.142","2.70E+1","154.0667","3.00E+1"
"241.0963","2.00E+1","178.013","2.40E+1","155.011","3.10E+1"
"241.129","2.00E+1","178.0825","7.40E+1","155.1133","2.30E+1"
"241.1631","2.30E+1","178.1139","5.00E+1","156.0878","2.90E+1"
"242.1486","2.20E+1","178.348","3.70E+1","156.1261","2.80E+1"
"242.179","2.70E+1","179.036","2.90E+1","157.0652","6.20E+1"
"243.0984","6.60E+1","179.1147","2.20E+1","157.0819","3.80E+1"
"243.1193","2.10E+1","179.1469","2.50E+1","158.0398","3.40E+1"
"243.6466","2.70E+1","181.0841","4.20E+1","158.0518","5.10E+1"
"244.1169","6.40E+1","181.1056","3.10E+1","158.0833","1.03E+2"
"244.5688","2.30E+1","181.9912","4.90E+1","158.1149","2.40E+1"
"245.0782","2.20E+1","182.0706","2.64E+1","159.0058","4.50E+1"
"245.1213","2.20E+1","182.0869","3.50E+1","159.0937","1.78E+3"
"246.1717","2.50E+1","183.0826","7.50E+1","160.0385","2.50E+1"
"246.3475","2.50E+1","183.1087","1.20E+2","160.0708","1.37E+2"
"247.1219","3.30E+1","183.1287","4.27E+1","160.0895","9.18E+1"
"247.1635","4.00E+1","183.1508","2.30E+1","160.1081","4.79E+1"
"248.1555","2.50E+1","183.9925","2.40E+1","161.0187","7.40E+1"
"249.1158","4.40E+2","184.0867","2.70E+1","161.0521","2.10E+1"
"249.1349","4.95E+2","185.0128","3.80E+1","161.0803","1.34E+2"
"249.1678","2.40E+1","185.0481","3.40E+1","161.0979","5.04E+1"
"249.2462","2.20E+1","185.0745","2.20E+1","161.9888","2.60E+1"
"249.8064","2.30E+1","185.0836","3.75E+1","162.0557","3.09E+2"
"250.1264","1.97E+3","185.0928","2.40E+1","162.0679","1.22E+2"
"250.1685","9.23E+0","185.1312","7.90E+1","162.0738","7.67E+1"
"250.5446","2.70E+1","185.1606","2.60E+1","162.0943","4.50E+1"
"250.6364","2.40E+1","185.6044","8.20E+1","163.0236","3.00E+1"
"251.1209","1.32E+2","185.987","4.90E+1","163.0421","4.70E+1"
"251.1463","6.90E+1","186.0893","6.92E+2","163.0637","6.80E+1"
"251.4977","2.20E+1","186.1396","3.20E+1","163.1028","2.20E+1"
"251.5547","3.90E+1","187.087","4.23E+2","163.2483","2.70E+1"
"251.8332","8.50E+1","188.0747","8.50E+1","164.0846","1.12E+2"
"252.0969","8.23E+1","188.1189","2.40E+1","164.1071","4.77E+1"
"252.1274","6.70E+1","188.2315","5.40E+1","164.9879","2.20E+2"
"252.1415","2.60E+1","189.0014","7.10E+1","165.0107","2.40E+1"
"252.5208","2.20E+1","189.0929","6.50E+1","165.0584","5.60E+1"
"253.0674","2.10E+1","190.0484","2.50E+1","165.9973","2.22E+1"
"253.0997","2.30E+1","190.0692","2.20E+1","166.0146","1.17E+2"
"253.1323","5.90E+1","191.0343","2.30E+1","166.0634","2.40E+1"
"254.1069","3.20E+1","191.1185","8.17E+2","166.1367","2.40E+1"
"254.1449","1.40E+2","191.1585","7.65E+1","167.0003","3.20E+1"
"254.16","5.64E+1","191.5867","2.20E+1","167.0709","9.81E+1"
"255.0648","2.10E+1","192.0721","2.30E+1","167.0948","2.20E+2"
"255.1667","2.40E+1","192.1126","9.59E+1","167.1163","2.60E+1"
"255.5256","4.30E+1","192.1248","1.92E+1","167.8698","2.30E+1"
"255.6611","1.14E+2","193.0175","9.20E+1","168.0148","2.00E+1"
"256.0084","2.70E+1","193.088","2.10E+1","168.077","3.20E+1"
"256.1323","2.60E+1","193.1247","7.20E+1","168.0936","4.60E+1"
"256.1641","1.18E+2","193.7054","2.10E+1","169.0013","2.00E+1"
"257.0569","2.70E+1","194.0183","3.50E+1","169.0135","2.50E+1"
"257.1248","1.05E+3","194.0695","1.03E+2","169.0965","1.42E+2"
"257.1788","2.40E+1","194.104","2.40E+1","170.0185","4.80E+1"
"257.2065","2.20E+1","194.1246","2.60E+1","170.0641","5.65E+2"
"258.1113","5.30E+1","194.767","2.20E+1","170.2901","3.60E+1"
"258.1387","7.68E+1","195.0664","2.50E+1","171.0345","2.30E+1"
"258.6603","2.20E+1","195.0948","2.90E+1","171.0686","1.02E+2"
"259.137","2.10E+1","195.1137","8.40E+1","171.0878","5.40E+1"
"259.1483","2.09E+1","196.0659","3.60E+1","171.1477","2.20E+1"
"259.1607","2.11E+1","197.1002","8.70E+1","171.9707","2.60E+1"
"259.4979","3.50E+1","197.1364","9.70E+1","172.0767","5.65E+1"
"261.1523","8.70E+1","197.484","2.20E+1","172.0941","2.58E+1"
"261.3013","2.50E+1","197.5674","2.40E+1","173.0843","2.40E+1"
"262.1006","4.20E+1","198.0192","2.10E+1","173.9888","5.50E+1"
"262.1419","2.40E+1","198.0753","2.20E+1","175.0443","2.10E+1"
"262.2494","3.30E+1","199.0622","2.40E+1","175.1245","5.00E+1"
"262.2693","2.10E+1","199.0807","2.60E+1","176.9653","2.90E+1"
"263.1129","4.70E+1","199.108","7.20E+1","177.0625","2.18E+1"
"263.1338","2.28E+1","199.1516","4.40E+1","177.0825","9.60E+1"
"263.6688","2.60E+1","199.2197","2.60E+1","177.0956","4.80E+1"
"264.1106","2.00E+1","199.5837","2.00E+1","177.1231","2.40E+1"
"265.5459","2.20E+1","200.1265","7.43E+1","177.396","2.30E+1"
"265.6165","6.50E+1","200.1457","5.06E+1","177.9954","2.00E+1"
"265.6299","1.90E+2","201.0117","2.60E+1","178.0531","2.50E+1"
"265.6837","6.00E+1","201.0306","2.10E+1","179.0521","4.80E+1"
"266.612","2.80E+1","201.1033","2.30E+1","179.0667","2.70E+1"
"266.7797","2.50E+1","201.1338","1.20E+2","179.0896","1.35E+2"
"267.0073","4.60E+1","202.1207","2.60E+1","179.1073","5.82E+1"
"267.0527","4.30E+1","202.1396","4.38E+1","179.124","4.50E+1"
"267.087","3.41E+1","203.0897","2.10E+1","180.0071","4.70E+1"
"267.1029","6.86E+1","203.1565","8.40E+1","180.0266","2.03E+1"
"267.1487","1.39E+4","204.0475","6.50E+1","180.0417","2.28E+1"
"267.2186","6.50E+1","204.1018","2.20E+1","180.0719","1.49E+2"
"267.2921","3.30E+1","204.1223","2.60E+1","180.1002","6.80E+1"
"267.3413","4.80E+1","205.0991","3.72E+2","180.14","3.50E+1"
"267.3784","2.90E+1","206.0897","5.40E+1","180.9737","2.50E+1"
"268.0921","5.80E+1","206.4685","2.50E+1","181.001","2.30E+1"
"268.1479","2.06E+3","206.6274","2.30E+1","181.0864","1.94E+1"
"268.2944","2.90E+1","206.6734","3.90E+1","181.1009","2.50E+1"
"268.4747","3.90E+1","207.0142","2.10E+1","181.9301","2.20E+1"
"269.1073","3.70E+1","207.0643","5.20E+1","181.994","2.30E+1"
"269.1432","7.70E+1","207.0938","1.94E+2","182.0376","2.30E+1"
"269.1985","2.20E+1","208.0069","4.40E+1","182.0657","2.30E+1"
"269.6655","2.10E+1","208.0621","1.67E+2","182.1642","2.00E+1"
"270.1098","2.60E+1","208.0842","6.90E+1","182.9894","4.20E+1"
"270.1326","2.10E+1","208.1075","1.06E+2","183.1427","2.60E+1"
"270.1629","2.60E+1","208.1494","4.80E+1","183.1573","2.00E+1"
"270.1873","9.81E+1","208.9852","2.10E+1","183.9906","2.40E+1"
"270.3661","2.10E+1","209.0444","2.00E+1","184.0434","2.10E+1"
"271.1775","2.50E+1","209.0756","2.50E+1","184.0679","5.20E+1"
"271.1916","2.80E+1","209.0972","2.10E+1","185.101","3.90E+1"
"272.0779","2.60E+1","209.1475","5.73E+1","185.1204","2.00E+1"
"272.1679","4.40E+1","209.1651","2.07E+1","185.5955","2.10E+1"
"273.1655","2.00E+1","210.0323","5.90E+1","186.0757","6.80E+1"
"273.6403","2.30E+1","210.0533","2.02E+1","186.0953","2.20E+1"
"274.0542","2.10E+1","210.0791","2.60E+1","186.1378","2.10E+1"
"274.2447","2.20E+1","210.1226","2.10E+1","187.0274","2.30E+1"
"274.5852","3.60E+1","210.1353","2.20E+1","187.0925","2.40E+1"
"274.6574","3.70E+1","210.1608","2.00E+1","187.975","2.00E+1"
"275.1562","2.20E+1","211.0699","2.10E+1","188.016","2.80E+1"
"275.4381","5.60E+1","211.1055","2.36E+1","188.0718","3.10E+1"
"275.5498","5.40E+1","211.1126","2.21E+1","188.0929","2.00E+1"
"275.5771","2.20E+1","211.1235","2.44E+1","188.1082","4.40E+1"
"275.6284","2.70E+1","211.2984","2.30E+1","188.1348","2.90E+1"
"275.6654","2.30E+1","212.0437","2.10E+1","188.9944","2.00E+1"
"276.0828","6.30E+1","212.0965","5.67E+1","189.0714","5.60E+1"
"276.6349","2.70E+1","212.1054","6.01E+1","189.9905","4.20E+1"
"276.661","2.60E+1","212.1157","9.35E+1","190.0101","2.80E+1"
"276.8236","3.40E+1","212.1253","5.00E+1","190.0417","2.50E+1"
"277.1724","2.20E+1","212.1524","2.30E+1","190.0627","4.09E+1"
"277.6495","2.50E+1","212.2115","2.20E+1","190.1167","2.50E+1"
"277.6858","4.00E+1","213.0061","2.40E+1","190.9701","2.50E+1"
"278.0873","4.30E+1","213.0327","5.70E+1","190.9982","5.40E+1"
"278.1184","5.40E+1","213.0551","4.80E+1","191.048","2.90E+1"
"278.1882","3.30E+2","213.0831","2.30E+1","191.0887","4.60E+1"
"278.6881","7.50E+1","213.0939","2.50E+1","191.1002","2.10E+1"
"279.0814","2.20E+1","213.1021","2.10E+1","191.146","3.30E+1"
"279.1422","2.50E+1","213.1317","7.40E+1","191.309","2.20E+1"
"279.9349","2.30E+1","214.0715","6.10E+1","191.97","2.30E+1"
"280.0753","2.00E+1","214.1263","2.40E+1","192.08","6.90E+1"
