"mz_10eV","10 ev","mz_20eV","20 ev","mz_40eV","40 ev"
"280.6049","2.60E+1","214.1698","4.90E+1","192.1213","2.40E+1"
"280.6749","2.40E+1","214.5478","2.30E+1","193.0124","5.30E+1"
"281.0623","2.10E+1","214.8813","2.30E+1","193.1291","2.90E+1"
"281.0974","7.00E+1","214.9624","2.10E+1","194.1413","2.10E+1"
"281.1772","2.20E+1","215.0002","5.30E+1","194.5919","2.70E+1"
"281.6065","6.80E+1","215.0362","2.60E+1","195.018","2.60E+1"
"281.6517","2.30E+1","215.0918","3.00E+1","195.0999","5.10E+1"
"282.0038","2.10E+1","216.0382","2.40E+1","196.0128","2.50E+1"
"282.1335","4.50E+1","216.0908","2.70E+1","196.0725","2.20E+1"
"282.1588","2.30E+1","216.1336","3.80E+1","196.9903","2.30E+1"
"282.1815","4.40E+1","216.8729","2.70E+1","197.0514","2.00E+1"
"283.1533","2.20E+1","216.9874","3.10E+1","197.1033","9.00E+1"
"283.2659","3.40E+1","217.0897","2.00E+1","197.1664","2.20E+1"
"283.3598","2.40E+1","218.0465","2.10E+1","199.0719","2.40E+1"
"283.7925","5.40E+1","218.0734","3.20E+1","199.828","2.10E+1"
"283.9828","9.80E+1","218.0988","2.30E+1","199.9682","2.50E+1"
"284.025","2.20E+1","218.5423","2.20E+1","199.9928","2.10E+1"
"284.1191","8.00E+1","218.9687","3.30E+1","200.8116","2.20E+1"
"284.5741","4.10E+1","218.9926","1.28E+2","201.0229","2.80E+1"
"284.6314","7.20E+1","219.0296","2.20E+1","201.0423","2.50E+1"
"284.9648","2.40E+1","219.0877","1.01E+1","201.0619","4.60E+1"
"285.0856","5.40E+1","219.1081","2.14E+2","201.1016","2.10E+1"
"285.1444","5.20E+1","219.1368","3.75E+2","202.1229","2.80E+1"
"285.1606","2.20E+1","220.108","2.10E+1","202.9167","3.20E+1"
"285.6618","3.10E+1","220.1177","4.43E+1","202.9886","2.90E+1"
"285.8263","1.02E+2","220.1416","2.66E+2","203.0354","5.20E+1"
"286.0417","2.50E+1","220.3733","2.50E+1","203.0824","2.50E+1"
"286.1584","2.10E+1","220.9656","2.10E+1","204.114","2.50E+1"
"286.475","2.80E+1","220.9821","4.40E+1","205.0669","2.30E+1"
"287.0398","4.00E+1","221.0989","1.53E+2","206.0614","2.60E+1"
"287.1395","2.40E+1","221.1293","2.39E+2","206.089","2.00E+1"
"287.1631","2.70E+1","221.6497","2.30E+1","206.1391","5.20E+1"
"287.7906","3.50E+1","221.9652","2.30E+1","206.9804","2.10E+1"
"288.1071","3.00E+1","222.0715","1.10E+2","206.9998","9.70E+1"
"288.1397","4.90E+1","222.0948","1.11E+2","207.0692","2.60E+1"
"288.188","4.50E+1","222.1276","6.49E+2","207.084","5.83E+1"
"288.8317","6.60E+1","222.1601","6.02E+1","207.0986","3.43E+1"
"288.9252","4.10E+1","222.9976","2.60E+1","207.1151","2.16E+1"
"289.1123","4.50E+1","223.0719","3.15E+1","207.9249","2.10E+1"
"289.164","6.50E+1","223.0996","3.19E+2","207.989","2.30E+1"
"289.2416","5.60E+1","223.1246","2.22E+2","208.0216","3.30E+1"
"289.3427","2.10E+1","224.1068","4.40E+1","208.0443","3.33E+1"
"289.4669","5.50E+1","224.6334","3.20E+1","208.0681","8.48E+1"
"289.619","2.30E+1","225.0318","2.10E+1","208.1404","2.30E+1"
"289.6601","3.50E+1","225.0906","3.40E+2","209.0935","4.90E+1"
"290.0927","4.00E+1","225.1299","4.70E+1","209.9879","2.10E+1"
"290.109","3.20E+1","225.1655","8.30E+1","210.0697","8.40E+1"
"290.4384","2.20E+1","225.1963","1.35E+2","210.1","2.70E+1"
"291.0644","2.20E+1","225.5997","2.80E+1","210.1203","2.80E+1"
"291.6168","2.40E+1","225.7418","2.60E+1","210.1642","2.50E+1"
"291.7516","3.40E+1","225.9838","2.70E+1","211.0579","2.20E+1"
"292.6392","3.30E+1","226.0823","4.50E+1","211.0825","4.20E+1"
"293.1697","2.18E+1","226.1173","9.10E+1","211.9687","2.70E+1"
"293.1885","2.70E+1","226.1667","4.90E+1","212.039","2.90E+1"
"293.7919","4.70E+1","226.189","3.88E+1","212.097","5.40E+1"
"294.1229","2.60E+1","227.0515","9.20E+1","212.1072","2.42E+1"
"294.1791","1.08E+2","227.1671","7.70E+1","212.1152","2.10E+1"
"294.251","4.50E+1","227.9868","2.09E+2","212.4712","4.10E+1"
"294.6156","3.20E+1","228.0334","5.40E+1","213.1169","2.20E+1"
"294.6931","2.50E+1","228.1101","2.40E+1","213.1319","2.10E+1"
"294.7892","2.60E+1","228.1507","4.50E+1","214.0884","2.30E+1"
"295.0413","3.00E+1","229.1068","2.10E+1","215.0223","2.10E+1"
"295.0688","5.70E+1","229.1356","7.00E+1","215.0462","2.00E+1"
"295.1429","4.55E+4","229.1481","2.60E+1","215.0943","2.30E+1"
"295.219","3.00E+1","230.0568","5.80E+1","216.9708","2.10E+1"
"295.2816","8.60E+1","230.1205","3.00E+1","216.9926","3.70E+1"
"295.3148","2.10E+1","230.9917","2.10E+1","217.0155","2.70E+1"
"295.3581","2.20E+1","231.0286","2.90E+1","217.0865","1.66E+2"
"295.4046","7.60E+1","231.0878","5.50E+1","217.1245","2.80E+1"
"295.4381","6.60E+1","231.1198","4.60E+1","218.0001","4.10E+1"
"295.462","3.30E+1","232.0352","8.00E+1","218.0623","4.20E+1"
"295.5818","6.00E+1","232.08","2.70E+1","218.8334","2.70E+1"
"295.6971","5.00E+1","232.1087","2.30E+1","218.9853","2.30E+1"
"296.1466","6.77E+3","232.1189","9.70E+1","219.093","2.30E+1"
"296.2624","3.50E+1","233.0107","2.48E+1","220.0068","2.70E+1"
"296.59","7.50E+1","233.0348","8.40E+1","220.0554","3.10E+1"
"297.1617","1.84E+2","233.0946","2.30E+1","220.0966","2.24E+1"
"297.5599","2.10E+1","233.1238","2.20E+1","220.1106","6.80E+1"
"297.6387","2.50E+1","233.1611","2.52E+1","220.1345","6.50E+1"
"297.8424","3.40E+1","233.1783","4.50E+1","222.0845","2.00E+1"
"298.104","2.30E+1","233.5918","2.40E+1","222.1392","2.80E+1"
"298.1416","4.30E+1","233.6871","2.10E+1","223.1066","3.60E+1"
"298.2111","4.70E+1","233.8929","2.10E+1","223.1518","5.50E+1"
"298.7008","7.60E+1","233.9069","2.10E+1","225.0147","2.40E+1"
"298.8021","2.50E+1","234.1143","9.90E+1","225.1069","7.62E+1"
"299.1357","3.40E+1","234.1433","5.70E+1","225.1367","1.03E+2"
"299.1624","2.00E+1","234.1669","2.30E+1","226.0883","6.60E+1"
"299.2268","6.30E+1","234.6297","3.80E+1","227.0353","5.80E+1"
"299.3802","2.20E+1","234.9884","2.00E+1","228.0202","3.00E+1"
"299.5022","4.00E+1","235.0153","2.20E+1","228.115","2.10E+1"
"299.6403","2.10E+1","235.08","1.81E+1","228.152","2.40E+1"
"299.6923","2.70E+1","235.0993","5.78E+1","228.7862","2.10E+1"
"300.1571","2.62E+2","235.1121","7.30E+1","229.0255","5.00E+1"
"300.1967","2.00E+1","235.1229","1.03E+2","230.0722","3.00E+1"
"300.4951","5.10E+1","235.1477","2.00E+1","232.0333","2.00E+1"
"301.0464","2.10E+1","235.4491","2.50E+1","233.9883","2.10E+1"
"301.1513","3.60E+1","236.0811","2.10E+1","234.0769","5.20E+1"
"302.0969","3.10E+1","236.1066","2.40E+1","235.0318","3.10E+1"
"302.14","2.40E+1","236.623","1.10E+2","235.12","2.50E+1"
"302.1761","7.40E+1","237.0849","1.34E+2","236.0366","3.00E+1"
"302.817","2.40E+1","237.1207","1.78E+2","236.0505","2.00E+1"
"302.9991","2.00E+1","237.1701","6.50E+1","237.9941","4.50E+1"
"303.1737","3.40E+1","238.0232","2.10E+1","238.0232","2.10E+1"
"303.498","2.10E+1","238.1474","2.60E+1","238.037","4.27E+1"
"303.5272","2.20E+1","238.6035","3.00E+1","238.1016","4.40E+1"
"303.583","2.30E+1","239.0328","3.50E+1","238.1558","2.10E+1"
"303.6326","3.10E+1","239.1372","2.80E+1","238.8763","2.20E+1"
"303.6998","2.40E+1","239.1558","2.06E+1","239.0212","2.60E+1"
"303.9088","3.40E+1","239.6501","2.20E+1","239.0766","2.50E+1"
"304.091","3.00E+1","239.9843","4.90E+1","239.1444","2.20E+1"
"304.128","4.89E+1","240.0238","2.60E+1","240.043","4.40E+1"
"304.1602","8.05E+1","240.0774","2.70E+1","240.0724","2.90E+1"
"304.5135","4.50E+1","240.1072","2.20E+1","240.9785","2.10E+1"
"304.6218","2.50E+1","240.1372","6.10E+1","241.9612","4.50E+1"
"304.6874","3.20E+1","240.1814","3.20E+1","241.9848","5.70E+1"
"305.0375","2.10E+1","240.6177","2.30E+1","242.0947","2.10E+1"
"305.129","7.75E+1","241.0108","2.80E+1","242.1335","5.20E+1"
"305.148","2.50E+1","241.0518","1.77E+2","242.1577","2.60E+1"
"305.1782","8.90E+1","241.0707","8.50E+1","242.7842","2.70E+1"
"305.5273","2.30E+1","241.1114","2.20E+1","243.1208","2.20E+1"
"305.6505","2.30E+1","241.1641","4.70E+1","244.3234","2.90E+1"
"306.0452","2.80E+1","241.5601","2.20E+1","245.1213","2.30E+1"
"306.1261","5.20E+1","242.0152","2.10E+1","246.0242","2.50E+1"
"306.9879","3.10E+1","242.0438","2.00E+1","246.1304","2.30E+1"
"307.1763","1.94E+1","242.0773","2.10E+1","246.2067","2.10E+1"
"307.1958","4.00E+1","242.1246","8.11E+1","248.0523","2.00E+1"
"307.5587","2.40E+1","242.1458","1.24E+2","248.109","9.60E+1"
"307.5778","2.25E+1","242.1844","1.31E+2","248.152","2.60E+1"
"308.0247","2.50E+1","242.2072","1.12E+2","248.5008","5.70E+1"
"308.1638","3.60E+1","242.9531","2.00E+1","249.041","2.70E+1"
"309.0517","4.70E+1","243.0152","4.20E+1","249.1079","4.50E+1"
"309.1321","2.50E+1","243.0409","1.12E+2","250.0339","2.20E+1"
"309.5096","3.30E+1","243.0754","2.40E+1","251.9973","2.10E+1"
"309.5814","2.20E+1","243.1331","1.01E+2","254.9974","5.30E+1"
"309.7089","3.90E+1","243.6234","2.20E+1","256.0502","5.00E+1"
"309.8234","1.37E+2","243.9502","2.30E+1","256.9943","3.00E+1"
"310.1675","7.60E+1","244.0924","3.00E+1","257.0702","8.10E+1"
"310.4065","4.10E+1","244.1241","2.30E+1","258.0402","2.20E+1"
"310.5704","3.50E+1","244.1609","2.70E+1","258.1277","2.60E+1"
"310.6923","2.10E+1","245.0056","4.80E+1","260.1062","1.19E+2"
"311.1225","3.30E+1","245.0322","4.70E+1","260.1334","6.40E+1"
"311.1663","4.90E+1","245.0711","2.20E+1","261.0035","2.10E+1"
"312.1114","2.50E+1","245.0957","1.33E+2","261.1008","7.78E+1"
"312.1481","2.00E+1","245.1536","3.20E+1","261.1241","3.69E+1"
"312.2044","2.10E+1","245.2055","3.30E+1","263.0569","2.00E+1"
"312.6005","2.90E+1","245.9829","2.00E+1","264.0499","3.60E+1"
"312.6565","2.10E+1","246.0973","2.40E+1","264.0794","9.30E+1"
"312.6835","2.40E+1","246.1794","2.30E+1","264.1391","2.30E+1"
"312.7342","4.00E+1","246.9659","2.00E+1","266.0404","2.10E+1"
"312.7629","2.20E+1","247.1281","5.30E+1","267.0656","2.30E+1"
"313.0721","5.10E+1","247.153","1.03E+2","267.0904","2.00E+1"
"313.1426","8.00E+1","247.5624","6.00E+1","267.1135","2.30E+1"
"313.4817","2.90E+1","247.6246","2.20E+1","268.1166","2.10E+1"
"313.6136","2.80E+1","247.972","2.20E+1","268.539","4.40E+1"
"313.6667","2.00E+1","248.0376","2.70E+1","269.1327","2.10E+1"
"313.7943","2.20E+1","248.1069","1.79E+2","273.0541","2.10E+1"
"314.4591","2.40E+1","248.1232","1.19E+2","273.1161","2.10E+1"
"314.5435","2.10E+1","248.1475","2.50E+1","273.8904","2.10E+1"
"314.5933","3.20E+1","248.6298","2.30E+1","274.1069","4.10E+1"
"314.8259","3.10E+1","249.0258","2.70E+1","277.0228","2.70E+1"
"315.1603","7.00E+1","249.1015","2.90E+1","280.1731","2.30E+1"
"315.2117","3.70E+1","249.1241","9.90E+1","281.0475","2.10E+1"
"315.5036","1.74E+2","249.6057","2.40E+1","282.1529","2.10E+1"
"315.584","4.90E+1","250.1201","2.40E+2","284.9635","2.20E+1"
"315.6237","2.20E+1","250.1558","2.50E+1","285.1297","5.30E+1"
"315.6699","2.70E+1","250.1815","2.30E+1","285.8365","2.00E+1"
"315.8264","1.57E+2","250.529","2.50E+1","287","2.30E+1"
"316.0035","2.30E+1","250.6425","2.40E+1","288.1588","2.50E+1"
"316.0908","2.20E+1","251.005","3.60E+1","288.9548","2.50E+1"
"316.1221","5.98E+1","251.0528","4.10E+1","291.1104","4.50E+1"
"316.1522","6.19E+1","251.111","1.06E+2","292.8858","2.10E+1"
"316.2419","1.01E+2","251.1404","3.20E+1","295.9554","3.70E+1"
"316.5495","2.30E+1","251.1517","3.80E+1","296.1609","2.50E+1"
"317.1008","6.50E+1","251.6711","2.20E+1","299.6273","3.30E+1"
"317.1532","2.70E+1","252.0478","2.50E+1","301.0988","3.00E+1"
"317.2006","2.50E+1","252.0864","2.30E+1","317.1011","2.10E+1"
"317.5432","3.10E+1","252.1198","5.59E+1","318.9748","2.60E+1"
"317.8136","2.90E+1","252.1369","2.35E+1","326.0916","4.90E+1"
"318.0614","5.60E+1","252.1924","6.40E+1","327.1016","2.10E+1"
"318.1364","7.00E+1","253.0301","2.80E+1","327.1453","2.40E+1"
"318.5157","2.80E+1","253.0644","2.20E+1","331.98","3.50E+1"
"318.5743","2.50E+1","253.0958","7.10E+1","333.0219","5.60E+1"
"318.6634","2.00E+1","253.1207","2.10E+1","334.1252","2.30E+1"
"318.6949","2.30E+1","253.1599","1.31E+2","342.0054","2.90E+1"
"318.8023","2.70E+1","253.6049","2.10E+1","343.0744","2.40E+1"
"318.833","2.40E+1","254.0215","2.50E+1","345.8124","4.60E+1"
"319.0902","6.20E+1","254.1032","2.80E+1","346.1118","3.10E+1"
"319.1474","4.35E+1","254.1421","4.90E+1","346.954","2.30E+1"
"319.1698","4.40E+1","254.6062","2.70E+1","349.0584","2.00E+1"
"319.4697","2.20E+1","254.8565","2.20E+1","354.112","2.40E+1"
"319.6278","1.26E+2","254.8956","5.20E+1","355.0868","2.70E+1"
"320.0299","2.20E+1","254.9883","3.20E+1","365.0173","2.10E+1"
"320.1192","8.60E+1","255.0817","1.21E+2","370.5546","2.70E+1"
"320.1639","7.60E+1","255.1315","4.72E+2","378.0413","2.40E+1"
"320.203","2.80E+1","255.1693","1.91E+2","379.1312","2.60E+1"
"320.4861","2.10E+1","255.636","2.30E+1","407.2796","5.00E+1"
"320.6317","2.20E+1","255.6784","2.20E+1","411.1009","2.90E+1"
"321.0735","7.30E+1","256.1046","4.84E+1","460.0473","4.70E+1"
"321.1338","8.86E+1","256.1338","4.70E+1","555.945","4.30E+1"
"321.1701","7.24E+1","256.1808","7.30E+1","578.6518","2.20E+1"
"321.451","3.67E+1","257.0493","6.70E+1","787.3947","2.10E+1"
"321.4772","6.30E+1","257.1277","4.38E+2","1039.3024","2.30E+1"
"321.8434","2.20E+1","257.1593","1.46E+2","",""
"321.8764","3.00E+1","257.1997","2.70E+1","",""
"322.1371","6.80E+1","257.2797","4.50E+1","",""
"322.1679","2.00E+1","258.0377","2.30E+1","",""
"322.4272","1.00E+2","258.1248","1.06E+2","",""
"322.6382","2.40E+1","258.1481","4.10E+1","",""
"322.6719","2.20E+1","259.0366","2.90E+1","",""
"323.1287","2.07E+1","259.0864","2.30E+1","",""
"323.1493","7.73E+1","259.1029","2.70E+1","",""
"323.2134","2.80E+1","259.1386","9.30E+1","",""
"323.4612","4.80E+1","260.1143","1.50E+2","",""
"323.7237","2.10E+1","260.1453","2.50E+1","",""
"324.0173","2.20E+1","260.614","3.20E+1","",""
"324.0854","9.29E+1","260.9978","3.17E+1","",""
"324.123","2.40E+1","261.0136","6.50E+1","",""
"324.1849","4.30E+1","261.0611","8.10E+1","",""
"324.2152","2.10E+1","261.0958","6.80E+1","",""
"324.4785","4.20E+1","261.1085","3.10E+1","",""
"324.6561","9.20E+1","261.1174","2.10E+1","",""
"324.7089","3.00E+1","261.1496","2.40E+1","",""
"324.7309","3.70E+1","261.6573","2.10E+1","",""
"324.8232","5.20E+1","261.8135","2.00E+1","",""
"324.9974","4.20E+1","262.1116","2.40E+1","",""
"325.0212","2.01E+1","262.1456","2.60E+1","",""
"325.1183","2.50E+1","262.5708","2.80E+1","",""
"325.1598","2.54E+2","262.8694","2.20E+1","",""
"325.2023","2.23E+1","263.028","6.20E+1","",""
"325.5364","3.50E+1","263.0665","7.77E+1","",""
"325.7031","7.80E+1","263.1279","1.02E+2","",""
"326.0806","8.93E+1","263.6641","2.10E+1","",""
"326.1068","8.38E+1","263.8332","2.40E+1","",""
"326.1559","2.20E+1","263.9637","2.20E+1","",""
"326.1851","5.30E+1","264.0401","2.10E+1","",""
"326.6165","2.00E+1","264.1057","7.70E+1","",""
"326.6593","2.50E+1","264.7521","2.20E+1","",""
"326.8347","2.40E+1","265.0479","5.10E+1","",""
"326.9739","6.11E+1","265.1013","2.00E+1","",""
"326.9939","2.02E+1","265.9832","3.20E+1","",""
"327.0581","4.50E+1","266.1169","2.60E+1","",""
"327.1335","8.07E+1","266.1438","7.20E+1","",""
"327.1673","7.03E+1","266.239","2.20E+1","",""
"327.2141","5.50E+1","266.991","2.30E+1","",""
"327.5262","4.66E+1","267.0217","5.00E+1","",""
"327.5501","2.02E+1","267.1027","7.57E+1","",""
"327.6875","3.10E+1","267.1455","7.68E+2","",""
"327.7971","2.60E+1","267.7273","2.50E+1","",""
"327.9863","4.24E+1","268.0246","2.10E+1","",""
"328.0149","8.12E+1","268.0816","4.40E+1","",""
"328.0321","3.17E+1","268.1365","2.96E+2","",""
"328.0396","2.93E+1","268.1671","3.20E+1","",""
"328.0706","8.00E+1","268.5425","2.80E+1","",""
"328.1076","3.20E+1","268.607","2.40E+1","",""
"328.185","4.20E+1","268.745","2.30E+1","",""
"328.563","4.90E+1","269.1284","6.30E+1","",""
"328.6453","6.50E+1","269.1683","8.30E+1","",""
"328.8664","2.60E+1","269.203","4.70E+1","",""
"328.8911","3.20E+1","269.5726","2.70E+1","",""
"329.0144","2.60E+1","269.6319","2.30E+1","",""
"329.0596","3.38E+2","269.6887","2.50E+1","",""
"329.1279","3.00E+1","269.961","2.40E+1","",""
"329.16","2.70E+1","270.0733","2.10E+1","",""
"329.3411","2.30E+1","270.1189","4.40E+1","",""
"329.549","2.40E+1","270.1492","2.20E+1","",""
"329.5717","3.10E+1","270.1637","2.30E+1","",""
"329.6466","3.40E+1","270.1735","2.40E+1","",""
"329.6786","2.30E+1","270.203","2.09E+2","",""
"329.8969","2.16E+1","270.6257","2.70E+1","",""
"329.9081","2.02E+1","270.9458","3.50E+1","",""
"329.9232","2.18E+1","271.1027","4.30E+1","",""
"329.9379","2.00E+1","271.1292","2.70E+1","",""
"329.9806","2.10E+1","271.1781","2.11E+2","",""
"330.0452","1.26E+2","271.1958","5.82E+1","",""
"330.1245","4.50E+1","271.2104","3.00E+1","",""
"330.1565","4.20E+1","271.9018","4.20E+1","",""
"330.407","4.70E+1","272.015","2.00E+1","",""
"330.5593","2.20E+1","272.0992","2.30E+1","",""
"330.6166","3.80E+1","272.5995","2.90E+1","",""
"330.8194","2.30E+1","272.6362","2.10E+1","",""
"331.0001","4.60E+1","272.8403","8.80E+1","",""
"331.1066","7.50E+1","273.1247","8.60E+1","",""
"331.1551","4.40E+1","273.1395","4.54E+1","",""
"331.1898","8.85E+1","273.1456","4.43E+1","",""
"331.2333","5.10E+1","273.2594","4.60E+1","",""
"331.5014","6.50E+1","273.6179","2.10E+1","",""
"331.7961","4.60E+1","274.125","7.40E+1","",""
"331.8243","2.00E+1","274.1818","6.82E+1","",""
"331.8875","2.40E+1","274.2227","3.90E+1","",""
"332.0027","4.20E+1","274.5681","2.30E+1","",""
"332.093","3.10E+1","274.5874","2.60E+1","",""
"332.123","3.40E+1","274.6931","3.10E+1","",""
"332.1949","2.20E+1","274.9592","2.10E+1","",""
"332.5902","2.10E+1","275.0398","4.00E+1","",""
"332.6206","2.50E+1","275.1544","2.70E+1","",""
"332.6565","2.10E+1","276.0959","2.20E+1","",""
"332.8103","2.40E+1","276.1257","2.60E+1","",""
"333.0673","2.20E+1","277.1116","1.94E+1","",""
"333.1269","2.60E+1","277.1294","4.73E+1","",""
"333.1512","7.80E+1","277.9301","2.30E+1","",""
"333.2124","5.10E+1","278.125","2.65E+2","",""
"333.492","2.40E+1","278.1806","4.90E+1","",""
"333.7727","2.10E+1","278.658","2.50E+1","",""
"334.1279","2.30E+1","278.964","2.80E+1","",""
"334.4964","5.40E+1","279.1153","5.60E+1","",""
"334.5686","2.60E+1","279.1462","7.20E+1","",""
"334.6502","3.30E+1","279.3702","2.40E+1","",""
"334.8233","9.80E+1","279.642","2.90E+1","",""
"335.1048","2.20E+1","280.0322","2.00E+1","",""
"335.4364","6.10E+1","280.115","2.70E+1","",""
"335.4682","4.50E+1","280.1453","2.00E+1","",""
"335.741","2.90E+1","281.0138","3.60E+1","",""
"336.1275","3.10E+1","281.0833","2.50E+1","",""
"336.1601","5.30E+1","281.1267","2.60E+1","",""
"336.6132","3.80E+1","281.2356","3.20E+1","",""
"336.6654","2.40E+1","281.4328","2.70E+1","",""
"336.6999","2.30E+1","281.457","2.40E+1","",""
"336.8005","2.20E+1","282.152","2.85E+1","",""
"337.1216","2.00E+1","282.1669","1.67E+2","",""
"337.4896","2.30E+1","282.2281","3.20E+1","",""
"337.5673","2.10E+1","282.4946","2.50E+1","",""
"337.6941","2.00E+1","283.0595","3.00E+1","",""
"337.7897","8.00E+1","283.0903","5.90E+1","",""
"337.8184","3.60E+1","283.1177","3.50E+1","",""
"338.0861","2.20E+1","283.1689","3.20E+1","",""
"338.1338","2.40E+1","283.4472","2.90E+1","",""
"338.1738","4.90E+1","283.6077","2.10E+1","",""
"338.1917","2.00E+1","283.9884","2.00E+1","",""
"338.3744","3.00E+1","284.0386","2.10E+1","",""
"338.697","7.60E+1","284.0614","4.40E+1","",""
"338.7861","5.00E+1","284.1099","2.04E+1","",""
"338.9524","2.90E+1","284.1308","4.99E+1","",""
"339.1084","4.30E+1","284.1522","2.00E+1","",""
"339.1495","6.70E+1","284.9953","2.20E+1","",""
"339.192","1.78E+2","285.0488","2.70E+1","",""
"339.395","5.80E+1","285.0662","4.62E+1","",""
"339.6401","5.40E+1","285.1056","7.97E+1","",""
"339.7102","2.00E+1","285.1307","3.30E+2","",""
"339.8275","5.70E+1","285.1604","2.50E+1","",""
"339.9886","3.70E+1","285.1876","2.00E+1","",""
"340.0342","3.50E+1","285.5052","2.40E+1","",""
"340.1566","5.50E+1","285.976","4.80E+1","",""
"340.1975","9.70E+1","286.5822","2.00E+1","",""
"340.232","3.50E+1","287.0521","2.50E+1","",""
"340.348","3.60E+1","287.0799","2.40E+1","",""
"340.5043","4.80E+1","287.1186","3.20E+1","",""
"340.6125","2.00E+1","287.1368","2.10E+1","",""
"340.6372","2.40E+1","287.1648","2.20E+1","",""
"340.6677","2.10E+1","287.2237","3.20E+1","",""
"340.7055","8.40E+1","287.6495","2.40E+1","",""
"340.7885","2.10E+1","287.9715","2.10E+1","",""
"340.823","8.30E+1","288.0527","2.10E+1","",""
"341.1267","5.00E+1","288.165","5.70E+1","",""
"341.1527","6.50E+1","288.2256","2.60E+1","",""
"341.1833","2.10E+1","289.0424","2.30E+1","",""
"341.2118","5.10E+1","289.1106","4.70E+1","",""
"341.2437","2.80E+1","289.1307","2.90E+1","",""
"341.2754","2.10E+1","289.5938","2.60E+1","",""
"341.4861","1.01E+2","289.6517","3.00E+1","",""
"341.5183","2.20E+1","289.6978","2.00E+1","",""
"341.6714","2.90E+1","289.7922","4.80E+1","",""
"341.6974","2.20E+1","289.8233","3.20E+1","",""
"341.7945","6.80E+1","290.0056","2.30E+1","",""
"341.8549","5.30E+1","290.0573","2.10E+1","",""
"341.9432","2.00E+1","290.1468","2.40E+1","",""
"342.2047","4.46E+2","290.6526","2.10E+1","",""
"342.2314","1.74E+2","291.1815","2.10E+1","",""
"342.5156","7.60E+1","292.0956","2.40E+1","",""
"342.6475","3.00E+1","292.1757","2.00E+1","",""
"342.6924","6.70E+1","292.572","2.30E+1","",""
"342.8105","2.40E+1","292.6901","3.20E+1","",""
"342.877","7.30E+1","292.8449","2.30E+1","",""
"343.0942","2.00E+1","293.018","2.70E+1","",""
"343.1264","5.00E+1","293.0857","1.25E+2","",""
"343.1666","7.80E+1","293.1259","2.50E+1","",""
"343.2185","9.90E+1","293.1487","2.00E+1","",""
"343.4717","2.60E+1","293.1754","9.51E+1","",""
"343.6433","3.10E+1","293.1971","2.29E+1","",""
"343.6917","3.00E+1","294.0425","2.00E+1","",""
"343.8368","2.40E+1","294.1716","8.10E+1","",""
"343.8938","5.10E+1","294.5618","2.00E+1","",""
"344.1181","6.20E+1","295.1322","7.10E+1","",""
"344.157","7.10E+1","295.1651","6.38E+1","",""
